content,tokenized_text,stemmed_text,filtered_text,tokenized_stemmed_text
aplikasi nya bagus saja cuma sekarang kok tidak ada dikasih saus mayonaise nya ya dulu ada dikasih saus mayonaise apakah harus request baru dikasih sausnya,"['aplikasi', 'nya', 'bagus', 'saja', 'cuma', 'sekarang', 'kok', 'tidak', 'ada', 'dikasih', 'saus', 'mayonaise', 'nya', 'ya', 'dulu', 'ada', 'dikasih', 'saus', 'mayonaise', 'apakah', 'harus', 'request', 'baru', 'dikasih', 'sausnya']",aplikasi nya bagus saja cuma sekarang kok tidak ada kasih saus mayonaise nya ya dulu ada kasih saus mayonaise apakah harus request baru kasih saus,aplikasi bagus sekarang kok kasih saus mayonaise dulu kasih saus mayonaise request baru kasih saus,"['aplikasi', 'bagus', 'sekarang', 'kok', 'kasih', 'saus', 'mayonaise', 'dulu', 'kasih', 'saus', 'mayonaise', 'request', 'baru', 'kasih', 'saus']"
bagus gampang untuk pesanan dine in ataupun takeaway,"['bagus', 'gampang', 'untuk', 'pesanan', 'dine', 'in', 'ataupun', 'takeaway']",bagus gampang untuk pesan dine in atau takeaway,bagus gampang pesan dine in takeaway,"['bagus', 'gampang', 'pesan', 'dine', 'in', 'takeaway']"
ada yang  mencoba pakai  data saya di aplikasi ini sunggu saya tidak iklhas jika ada yang  mengatas nama kan ana amelia ku pastikan kalian masuk penjara,"['ada', 'yang', 'mencoba', 'pakai', 'data', 'saya', 'di', 'aplikasi', 'ini', 'sunggu', 'saya', 'tidak', 'iklhas', 'jika', 'ada', 'yang', 'mengatas', 'nama', 'kan', 'ana', 'amelia', 'ku', 'pastikan', 'kalian', 'masuk', 'penjara']",ada yang coba pakai data saya di aplikasi ini sunggu saya tidak iklhas jika ada yang atas nama kan ana amelia ku pasti kalian masuk penjara,coba pakai data aplikasi sunggu iklhas atas nama kan ana amelia ku kalian masuk penjara,"['coba', 'pakai', 'data', 'aplikasi', 'sunggu', 'iklhas', 'atas', 'nama', 'kan', 'ana', 'amelia', 'ku', 'kalian', 'masuk', 'penjara']"
apikasinya bikin pusing buat pengguna baru,"['apikasinya', 'bikin', 'pusing', 'buat', 'pengguna', 'baru']",apikasinya bikin pusing buat guna baru,apikasinya bikin pusing baru,"['apikasinya', 'bikin', 'pusing', 'baru']"
pas mau pilih outlet tidak bisa diklik terus delivery sudah login di beberapa device tetap sama,"['pas', 'mau', 'pilih', 'outlet', 'tidak', 'bisa', 'diklik', 'terus', 'delivery', 'sudah', 'login', 'di', 'beberapa', 'device', 'tetap', 'sama']",pas mau pilih outlet tidak bisa klik terus delivery sudah login di beberapa device tetap sama,pas mau pilih outlet klik terus delivery login beberapa device tetap,"['pas', 'mau', 'pilih', 'outlet', 'klik', 'terus', 'delivery', 'login', 'beberapa', 'device', 'tetap']"
sudah kasih masuk alamat pas selesai pembayaran malah alamatnya ilang bikin susah saja  jadinya harus ambil sendiri di outletnya hadeuh,"['sudah', 'kasih', 'masuk', 'alamat', 'pas', 'selesai', 'pembayaran', 'malah', 'alamatnya', 'ilang', 'bikin', 'susah', 'saja', 'jadinya', 'harus', 'ambil', 'sendiri', 'di', 'outletnya', 'hadeuh']",sudah kasih masuk alamat pas selesai bayar malah alamat ilang bikin susah saja jadi harus ambil sendiri di outletnya hadeuh,kasih masuk alamat pas selesai bayar malah alamat ilang bikin susah ambil sendiri outletnya hadeuh,"['kasih', 'masuk', 'alamat', 'pas', 'selesai', 'bayar', 'malah', 'alamat', 'ilang', 'bikin', 'susah', 'ambil', 'sendiri', 'outletnya', 'hadeuh']"
mantap puolllll,"['mantap', 'puolllll']",mantap puolllll,mantap puolllll,"['mantap', 'puolllll']"
tolong kasih fitur tips untuk deliveree saya bingung kalau tidak ada cash,"['tolong', 'kasih', 'fitur', 'tips', 'untuk', 'deliveree', 'saya', 'bingung', 'kalau', 'tidak', 'ada', 'cash']",tolong kasih fitur tips untuk deliveree saya bingung kalau tidak ada cash,kasih fitur tips deliveree bingung cash,"['kasih', 'fitur', 'tips', 'deliveree', 'bingung', 'cash']"
suka sekali ada chat saya customer service pusat yang  uptodatejd saat ada outlet yang  nakal tidak sesuai kwalitas pizza nya bisa langsung komplen dan langsung di tindak,"['suka', 'sekali', 'ada', 'chat', 'saya', 'customer', 'service', 'pusat', 'yang', 'uptodatejd', 'saat', 'ada', 'outlet', 'yang', 'nakal', 'tidak', 'sesuai', 'kwalitas', 'pizza', 'nya', 'bisa', 'langsung', 'komplen', 'dan', 'langsung', 'di', 'tindak']",suka sekali ada chat saya customer service pusat yang uptodatejd saat ada outlet yang nakal tidak sesuai kwalitas pizza nya bisa langsung komplen dan langsung di tindak,suka sekali chat customer service pusat uptodatejd outlet nakal sesuai kwalitas pizza langsung komplen langsung tindak,"['suka', 'sekali', 'chat', 'customer', 'service', 'pusat', 'uptodatejd', 'outlet', 'nakal', 'sesuai', 'kwalitas', 'pizza', 'langsung', 'komplen', 'langsung', 'tindak']"
tidak bisa masuk aplikasinya,"['tidak', 'bisa', 'masuk', 'aplikasinya']",tidak bisa masuk aplikasi,masuk aplikasi,"['masuk', 'aplikasi']"
tidak bisa login otp nya tidak terkirim terkirim,"['tidak', 'bisa', 'login', 'otp', 'nya', 'tidak', 'terkirim', 'terkirim']",tidak bisa login otp nya tidak kirim kirim,login otp kirim kirim,"['login', 'otp', 'kirim', 'kirim']"
masih banyak bug yang harus diperbaiki min,"['masih', 'banyak', 'bug', 'yang', 'harus', 'diperbaiki', 'min']",masih banyak bug yang harus baik min,banyak bug baik min,"['banyak', 'bug', 'baik', 'min']"
pelayanannya baguss sangat  untuk aplikasinya mudah digunakan jadi lebih untung bisa nuker slice buat beli produk lagiii,"['pelayanannya', 'baguss', 'sangat', 'untuk', 'aplikasinya', 'mudah', 'digunakan', 'jadi', 'lebih', 'untung', 'bisa', 'nuker', 'slice', 'buat', 'beli', 'produk', 'lagiii']",layan baguss sangat untuk aplikasi mudah guna jadi lebih untung bisa nuker slice buat beli produk lagiii,layan baguss sangat aplikasi mudah lebih untung nuker slice beli produk lagiii,"['layan', 'baguss', 'sangat', 'aplikasi', 'mudah', 'lebih', 'untung', 'nuker', 'slice', 'beli', 'produk', 'lagiii']"
aplikasinya jelek sangat  yang terbaru ini masa tidak bisa login dan tidak bisa kirim otp dulu sebelum update baik baik saja  dan tidak pernah force closed sendiri perbaiki lagi dong,"['aplikasinya', 'jelek', 'sangat', 'yang', 'terbaru', 'ini', 'masa', 'tidak', 'bisa', 'login', 'dan', 'tidak', 'bisa', 'kirim', 'otp', 'dulu', 'sebelum', 'update', 'baik', 'baik', 'saja', 'dan', 'tidak', 'pernah', 'force', 'closed', 'sendiri', 'perbaiki', 'lagi', 'dong']",aplikasi jelek sangat yang baru ini masa tidak bisa login dan tidak bisa kirim otp dulu belum update baik baik saja dan tidak pernah force closed sendiri baik lagi dong,aplikasi jelek sangat baru masa login kirim otp dulu update baik baik pernah force closed sendiri baik dong,"['aplikasi', 'jelek', 'sangat', 'baru', 'masa', 'login', 'kirim', 'otp', 'dulu', 'update', 'baik', 'baik', 'pernah', 'force', 'closed', 'sendiri', 'baik', 'dong']"
sangat membantu,"['sangat', 'membantu']",sangat bantu,sangat bantu,"['sangat', 'bantu']"
pizza hut sangat bagus dan baik dalam pelayanannya dan sajiannya,"['pizza', 'hut', 'sangat', 'bagus', 'dan', 'baik', 'dalam', 'pelayanannya', 'dan', 'sajiannya']",pizza hut sangat bagus dan baik dalam layan dan saji,pizza hut sangat bagus baik layan saji,"['pizza', 'hut', 'sangat', 'bagus', 'baik', 'layan', 'saji']"
bagus banyak bonusnya,"['bagus', 'banyak', 'bonusnya']",bagus banyak bonus,bagus banyak bonus,"['bagus', 'banyak', 'bonus']"
staff ramahpizza nya enaksalad nya juga enaknext pasti pesanan lagi,"['staff', 'ramahpizza', 'nya', 'enaksalad', 'nya', 'juga', 'enaknext', 'pasti', 'pesanan', 'lagi']",staff ramahpizza nya enaksalad nya juga enaknext pasti pesan lagi,staff ramahpizza enaksalad enaknext pesan,"['staff', 'ramahpizza', 'enaksalad', 'enaknext', 'pesan']"
terbaik untuk  selamanya keren dapat  gratis limo pizza gess dari  phd terima kasih promonya,"['terbaik', 'untuk', 'selamanya', 'keren', 'dapat', 'gratis', 'limo', 'pizza', 'gess', 'dari', 'phd', 'terima', 'kasih', 'promonya']",baik untuk lama keren dapat gratis limo pizza gess dari phd terima kasih promonya,baik lama keren gratis limo pizza gess phd terima kasih promonya,"['baik', 'lama', 'keren', 'gratis', 'limo', 'pizza', 'gess', 'phd', 'terima', 'kasih', 'promonya']"
enak sangat ,"['enak', 'sangat']",enak sangat,enak sangat,"['enak', 'sangat']"
good,['good'],good,good,['good']
sulit sekali  pesanan deliverynya,"['sulit', 'sekali', 'pesanan', 'deliverynya']",sulit sekali pesan deliverynya,sulit sekali pesan deliverynya,"['sulit', 'sekali', 'pesan', 'deliverynya']"
keju nya meleleh,"['keju', 'nya', 'meleleh']",keju nya leleh,keju leleh,"['keju', 'leleh']"
tidak bisa login kode otp tidak terkirim nomor yang saya daftarkan dulu tidak ada whats aplikasi coba developer jangan kirim kode otp via saya kasih opsi via e mail atau sms,"['tidak', 'bisa', 'login', 'kode', 'otp', 'tidak', 'terkirim', 'nomor', 'yang', 'saya', 'daftarkan', 'dulu', 'tidak', 'ada', 'whats', 'aplikasi', 'coba', 'developer', 'jangan', 'kirim', 'kode', 'otp', 'via', 'saya', 'kasih', 'opsi', 'via', 'e', 'mail', 'atau', 'sms']",tidak bisa login kode otp tidak kirim nomor yang saya daftar dulu tidak ada whats aplikasi coba developer jangan kirim kode otp via saya kasih opsi via e mail atau sms,login kode otp kirim nomor daftar dulu whats aplikasi coba developer jangan kirim kode otp via kasih opsi via e mail sms,"['login', 'kode', 'otp', 'kirim', 'nomor', 'daftar', 'dulu', 'whats', 'aplikasi', 'coba', 'developer', 'jangan', 'kirim', 'kode', 'otp', 'via', 'kasih', 'opsi', 'via', 'e', 'mail', 'sms']"
pelayanan cepat spg ramah khusus cabang cempaka putih banyak geratisannya semoga  jaya selalu,"['pelayanan', 'cepat', 'spg', 'ramah', 'khusus', 'cabang', 'cempaka', 'putih', 'banyak', 'geratisannya', 'semoga', 'jaya', 'selalu']",layan cepat spg ramah khusus cabang cempaka putih banyak geratisannya moga jaya selalu,layan cepat spg ramah khusus cabang cempaka putih banyak geratisannya moga jaya selalu,"['layan', 'cepat', 'spg', 'ramah', 'khusus', 'cabang', 'cempaka', 'putih', 'banyak', 'geratisannya', 'moga', 'jaya', 'selalu']"
aneh saya  lagi mau pesan tapi kok applikasi tidak bisa berjalan entah bug atau apaa menyebalkan sudah memilih menu makanan saat mau bayar ada kendala tidak tersambung,"['aneh', 'saya', 'lagi', 'mau', 'pesan', 'tapi', 'kok', 'applikasi', 'tidak', 'bisa', 'berjalan', 'entah', 'bug', 'atau', 'apaa', 'menyebalkan', 'sudah', 'memilih', 'menu', 'makanan', 'saat', 'mau', 'bayar', 'ada', 'kendala', 'tidak', 'tersambung']",aneh saya lagi mau pesan tapi kok applikasi tidak bisa jalan entah bug atau apaa sebal sudah pilih menu makan saat mau bayar ada kendala tidak sambung,aneh mau pesan kok applikasi jalan entah bug apaa sebal pilih menu makan mau bayar kendala sambung,"['aneh', 'mau', 'pesan', 'kok', 'applikasi', 'jalan', 'entah', 'bug', 'apaa', 'sebal', 'pilih', 'menu', 'makan', 'mau', 'bayar', 'kendala', 'sambung']"
susah loginnya lagi,"['susah', 'loginnya', 'lagi']",susah loginnya lagi,susah loginnya,"['susah', 'loginnya']"
enak kali makan di pizza,"['enak', 'kali', 'makan', 'di', 'pizza']",enak kali makan di pizza,enak kali makan pizza,"['enak', 'kali', 'makan', 'pizza']"
enakkkm,['enakkkm'],enakkkm,enakkkm,['enakkkm']
suka keluar sendiri dan mau login otpnya tidak masuk aplikasinya mempersulit customer,"['suka', 'keluar', 'sendiri', 'dan', 'mau', 'login', 'otpnya', 'tidak', 'masuk', 'aplikasinya', 'mempersulit', 'customer']",suka keluar sendiri dan mau login otpnya tidak masuk aplikasi sulit customer,suka keluar sendiri mau login otpnya masuk aplikasi sulit customer,"['suka', 'keluar', 'sendiri', 'mau', 'login', 'otpnya', 'masuk', 'aplikasi', 'sulit', 'customer']"
ini aplikasi bisa ganti bahasa indonesia tidak si,"['ini', 'aplikasi', 'bisa', 'ganti', 'bahasa', 'indonesia', 'tidak', 'si']",ini aplikasi bisa ganti bahasa indonesia tidak si,aplikasi ganti bahasa indonesia si,"['aplikasi', 'ganti', 'bahasa', 'indonesia', 'si']"
sangat membantu drivernya juga selalu ready,"['sangat', 'membantu', 'drivernya', 'juga', 'selalu', 'ready']",sangat bantu drivernya juga selalu ready,sangat bantu drivernya selalu ready,"['sangat', 'bantu', 'drivernya', 'selalu', 'ready']"
baik sekali,"['baik', 'sekali']",baik sekali,baik sekali,"['baik', 'sekali']"
kenapa di aplikasi beberapa  bulan  terakhir sudah tidak bisa dapat poin otomatis dari  pembelian takeawaykterangannya tunjukan no hp ke cs pada saat dine in,"['kenapa', 'di', 'aplikasi', 'beberapa', 'bulan', 'terakhir', 'sudah', 'tidak', 'bisa', 'dapat', 'poin', 'otomatis', 'dari', 'pembelian', 'takeawaykterangannya', 'tunjukan', 'no', 'hp', 'ke', 'cs', 'pada', 'saat', 'dine', 'in']",kenapa di aplikasi beberapa bulan akhir sudah tidak bisa dapat poin otomatis dari beli takeawaykterangannya tunjuk no hp ke cs pada saat dine in,aplikasi beberapa bulan akhir poin otomatis beli takeawaykterangannya tunjuk hp cs dine in,"['aplikasi', 'beberapa', 'bulan', 'akhir', 'poin', 'otomatis', 'beli', 'takeawaykterangannya', 'tunjuk', 'hp', 'cs', 'dine', 'in']"
pasti kalau acara kumpul makan baik dengan  keluarga atau teman pasti yang  muncul pertama ya pizza hut makanan nya enak tempat nya nyaman apalagi pelayanan nya ughh best sangat  di banding yang  lain makanya pasti balik lagi  dari masih sekolah sampeee sekarang  punya anak dua pizza hut selalu di hati membersamai kami sukses,"['pasti', 'kalau', 'acara', 'kumpul', 'makan', 'baik', 'dengan', 'keluarga', 'atau', 'teman', 'pasti', 'yang', 'muncul', 'pertama', 'ya', 'pizza', 'hut', 'makanan', 'nya', 'enak', 'tempat', 'nya', 'nyaman', 'apalagi', 'pelayanan', 'nya', 'ughh', 'best', 'sangat', 'di', 'banding', 'yang', 'lain', 'makanya', 'pasti', 'balik', 'lagi', 'dari', 'masih', 'sekolah', 'sampeee', 'sekarang', 'punya', 'anak', 'dua', 'pizza', 'hut', 'selalu', 'di', 'hati', 'membersamai', 'kami', 'sukses']",pasti kalau acara kumpul makan baik dengan keluarga atau teman pasti yang muncul pertama ya pizza hut makan nya enak tempat nya nyaman apalagi layan nya ughh best sangat di banding yang lain makanya pasti balik lagi dari masih sekolah sampeee sekarang punya anak dua pizza hut selalu di hati sama kami sukses,acara kumpul makan baik keluarga teman muncul pertama pizza hut makan enak tempat nyaman layan ughh best sangat banding makanya balik sekolah sampeee sekarang punya anak pizza hut selalu hati sukses,"['acara', 'kumpul', 'makan', 'baik', 'keluarga', 'teman', 'muncul', 'pertama', 'pizza', 'hut', 'makan', 'enak', 'tempat', 'nyaman', 'layan', 'ughh', 'best', 'sangat', 'banding', 'makanya', 'balik', 'sekolah', 'sampeee', 'sekarang', 'punya', 'anak', 'pizza', 'hut', 'selalu', 'hati', 'sukses']"
fitur delivery kenapa tidak bisa,"['fitur', 'delivery', 'kenapa', 'tidak', 'bisa']",fitur delivery kenapa tidak bisa,fitur delivery,"['fitur', 'delivery']"
memesan di aplikasi pelayanan sering terlambat bahkan pesanan baru di buat saat jam pengambilan takeaway kejadian sudah terjadi berturut turut,"['memesan', 'di', 'aplikasi', 'pelayanan', 'sering', 'terlambat', 'bahkan', 'pesanan', 'baru', 'di', 'buat', 'saat', 'jam', 'pengambilan', 'takeaway', 'kejadian', 'sudah', 'terjadi', 'berturut', 'turut']",mes di aplikasi layan sering lambat bahkan pesan baru di buat saat jam ambil takeaway jadi sudah jadi turut turut,mes aplikasi layan sering lambat bahkan pesan baru jam ambil takeaway turut turut,"['mes', 'aplikasi', 'layan', 'sering', 'lambat', 'bahkan', 'pesan', 'baru', 'jam', 'ambil', 'takeaway', 'turut', 'turut']"
aplikasi cacat banyak  ngelag,"['aplikasi', 'cacat', 'banyak', 'ngelag']",aplikasi cacat banyak ngelag,aplikasi cacat banyak ngelag,"['aplikasi', 'cacat', 'banyak', 'ngelag']"
ribet,['ribet'],ribet,ribet,['ribet']
saya pesan pizza limo lalu sebelum saya konfir saya di arahkan untuk memilih pizza gratis add to cart kalau tidak di add tidak bisa konfirmasi tapi  tidak datang  bonus nya dari tempat ph d nya tidak bermasalah yang  masalah nya adalah sistem sistem tidak menerima data yang saya berikan,"['saya', 'pesan', 'pizza', 'limo', 'lalu', 'sebelum', 'saya', 'konfir', 'saya', 'di', 'arahkan', 'untuk', 'memilih', 'pizza', 'gratis', 'add', 'to', 'cart', 'kalau', 'tidak', 'di', 'add', 'tidak', 'bisa', 'konfirmasi', 'tapi', 'tidak', 'datang', 'bonus', 'nya', 'dari', 'tempat', 'ph', 'd', 'nya', 'tidak', 'bermasalah', 'yang', 'masalah', 'nya', 'adalah', 'sistem', 'sistem', 'tidak', 'menerima', 'data', 'yang', 'saya', 'berikan']",saya pesan pizza limo lalu belum saya konfir saya di arah untuk pilih pizza gratis add to cart kalau tidak di add tidak bisa konfirmasi tapi tidak datang bonus nya dari tempat ph d nya tidak masalah yang masalah nya adalah sistem sistem tidak terima data yang saya ikan,pesan pizza limo lalu konfir arah pilih pizza gratis add to cart add konfirmasi datang bonus tempat ph d masalah masalah sistem sistem terima data ikan,"['pesan', 'pizza', 'limo', 'lalu', 'konfir', 'arah', 'pilih', 'pizza', 'gratis', 'add', 'to', 'cart', 'add', 'konfirmasi', 'datang', 'bonus', 'tempat', 'ph', 'd', 'masalah', 'masalah', 'sistem', 'sistem', 'terima', 'data', 'ikan']"
saat mau delivery tidak bisa pilih lokasi tolong perbaiki,"['saat', 'mau', 'delivery', 'tidak', 'bisa', 'pilih', 'lokasi', 'tolong', 'perbaiki']",saat mau delivery tidak bisa pilih lokasi tolong baik,mau delivery pilih lokasi baik,"['mau', 'delivery', 'pilih', 'lokasi', 'baik']"
cara pesan sangat mudah dan praktis,"['cara', 'pesan', 'sangat', 'mudah', 'dan', 'praktis']",cara pesan sangat mudah dan praktis,cara pesan sangat mudah praktis,"['cara', 'pesan', 'sangat', 'mudah', 'praktis']"
mau daftar kok sulit sekali  pakai  no hp tidak bisa pakai  email tidak bisa ini niat tidak sih garap aplikasinya ini,"['mau', 'daftar', 'kok', 'sulit', 'sekali', 'pakai', 'no', 'hp', 'tidak', 'bisa', 'pakai', 'email', 'tidak', 'bisa', 'ini', 'niat', 'tidak', 'sih', 'garap', 'aplikasinya', 'ini']",mau daftar kok sulit sekali pakai no hp tidak bisa pakai email tidak bisa ini niat tidak sih garap aplikasi ini,mau daftar kok sulit sekali pakai hp pakai email niat sih garap aplikasi,"['mau', 'daftar', 'kok', 'sulit', 'sekali', 'pakai', 'hp', 'pakai', 'email', 'niat', 'sih', 'garap', 'aplikasi']"
disuruh update aplikasi setelah diupdate malah aplikasi tidak bisa dipakai saat klik dine in dan diminta scan aplikasi error terus sudah dicoba di hp berbeda tetap sama error jadi tidak bisa dipakai point slice dan vouchernya yang  ada diaplikasi saya sebelumnya,"['disuruh', 'update', 'aplikasi', 'setelah', 'diupdate', 'malah', 'aplikasi', 'tidak', 'bisa', 'dipakai', 'saat', 'klik', 'dine', 'in', 'dan', 'diminta', 'scan', 'aplikasi', 'error', 'terus', 'sudah', 'dicoba', 'di', 'hp', 'berbeda', 'tetap', 'sama', 'error', 'jadi', 'tidak', 'bisa', 'dipakai', 'point', 'slice', 'dan', 'vouchernya', 'yang', 'ada', 'diaplikasi', 'saya', 'sebelumnya']",suruh update aplikasi telah diupdate malah aplikasi tidak bisa pakai saat klik dine in dan minta scan aplikasi error terus sudah coba di hp beda tetap sama error jadi tidak bisa pakai point slice dan vouchernya yang ada aplikasi saya belum,suruh update aplikasi diupdate malah aplikasi pakai klik dine in minta scan aplikasi error terus coba hp beda tetap error pakai point slice vouchernya aplikasi,"['suruh', 'update', 'aplikasi', 'diupdate', 'malah', 'aplikasi', 'pakai', 'klik', 'dine', 'in', 'minta', 'scan', 'aplikasi', 'error', 'terus', 'coba', 'hp', 'beda', 'tetap', 'error', 'pakai', 'point', 'slice', 'vouchernya', 'aplikasi']"
